Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.05_8, 25, 19, 0.171,11.923,2521.53,51,1000,0.492366,0.493033,0.433,5.66172,7.31579,0.994,
TT_25_0.05_9, 25, 18, 0.139,10.82,2607.86,51,1000,0.499852,0.5,0.478,6.46099,8.38889,1,
TT_25_0.05_10, 25, 20, 0.931,13.7,2928.8,51,1000,0.511706,0.512513,0.487,7.55476,10.45,1,
TT_25_0.05_11, 25, 22, 0.182,11.053,2641.07,51,1000,0.499831,0.5,0.4755,4.65479,5.40909,1,
TT_25_0.05_12, 25, 20, 0.136,8.513,2400.96,51,1000,0.499787,0.5,0.4765,3.81908,4.6,0.479,
TT_25_0.05_13, 25, 17, 0.35,11.823,2162.2,51,1000,0.499813,0.5,0.46425,6.83215,8.52941,1,
TT_25_0.05_14, 25, 21, 0.565,16.044,2645.14,51,1000,0.515521,0.516792,0.467,4.76146,6.71429,0.625,
TT_25_0.05_15, 25, 22, 0.534,21.107,3159.17,51,1000,0.499914,0.5,0.484,5.75791,6.68182,0.988,
TT_25_0.05_16, 25, 21, 1.16,13.87,2643.24,51,1000,0.49992,0.5,0.484,5.14896,9,0.489,
TT_25_0.05_17, 25, 18, 0.103,6.839,1858.73,51,1000,0.499867,0.5,0.47925,5.57138,6,1,
TT_25_0.05_18, 25, 21, 0.363,22.392,2881.39,51,1000,0.498028,0.504829,0.359083,4.99074,6.28571,0.847,
TT_25_0.05_19, 25, 21, 0.153,10.716,2793.19,51,1000,0.499816,0.5,0.478,6.4509,6.66667,1,
TT_25_0.05_20, 25, 20, 0.12,7.658,2328.75,51,1000,0.499711,0.5,0.46,4.92124,6.45,0.472,
TT_25_0.05_21, 25, 18, 0.221,10.003,2721.93,51,1000,0.499864,0.5,0.48,7.80363,8.94444,1,
TT_25_0.05_22, 25, 20, 0.15,10.378,2582.35,51,1000,0.4994,0.5,0.455,4.83861,6.45,0.982,
TT_25_0.05_23, 25, 22, 0.615,17.195,3160.03,51,1000,0.528429,0.535318,0.455,6.21738,7.90909,1,
TT_25_0.05_24, 25, 24, 0.438,17.417,3429.6,51,1000,0.491058,0.495327,0.258,6.52833,8.83333,0.258,
TT_25_0.05_25, 25, 21, 0.121,7.925,2098.81,51,1000,0.511417,0.515752,0.325,6.48084,9.14286,0.325,
TT_25_0.05_26, 25, 20, 0.167,12.224,2637.53,51,1000,0.499859,0.5,0.479,7.16854,9.1,1,
TT_25_0.05_27, 25, 20, 0.214,18.459,3813.52,51,1000,0.499891,0.5,0.485,14.0749,19.95,1,
TT_25_0.05_28, 25, 21, 0.132,6.454,2036.77,51,1000,0.499893,0.5,0.476333,5.2935,6.61905,0.498,
TT_25_0.05_29, 25, 24, 0.532,24.038,3149.56,51,1000,0.542305,0.550963,0.473,4.45642,6.04167,0.863,
TT_25_0.05_30, 25, 23, 0.238,17.286,3200.69,51,1000,0.53541,0.552648,0.3523,6.22241,8.21739,1,
TT_25_0.05_31, 25, 20, 0.069,4.806,1303.04,51,1000,0.49984,0.5,0.476,4.5155,4.8,1,
TT_25_0.05_32, 25, 19, 0.119,8.192,1908.82,51,1000,0.499749,0.5,0.468333,6.45461,7.21053,1,
TT_25_0.05_33, 25, 21, 0.155,10.93,2699.97,51,1000,0.506435,0.507276,0.4795,6.50753,7.38095,1,
TT_25_0.05_34, 25, 23, 0.391,7.823,2380.57,51,1000,0.49317,0.497966,0.254,4.6965,6.30435,0.254,
TT_25_0.05_35, 25, 20, 0.217,13.143,2487.14,51,1000,0.499877,0.5,0.481,6.69131,9.6,0.98,
TT_25_0.05_36, 25, 19, 0.133,7.255,1944.69,51,1000,0.499839,0.5,0.473,6.48151,7.42105,1,
TT_25_0.05_37, 25, 19, 0.227,12.968,2647.48,51,1000,0.499668,0.5,0.468,8.12561,11.3684,1,
TT_25_0.05_38, 25, 23, 0.103,5.59,1664.53,51,1000,0.557701,0.566436,0.473667,4.48011,6.52174,1,
TT_25_0.05_39, 25, 22, 0.117,6.95,2068.71,51,1000,0.53008,0.534311,0.475,3.32796,4.45455,0.495,
